customer_id,signup_date,channel,tier,signup_month
14747,2024-01-01,Paid Social,Silver,2024-01
14748,2023-03-26,Organic,Bronze,2023-03
14749,2023-07-14,Paid Search,Bronze,2023-07
14750,2023-07-19,Organic,Bronze,2023-07
14751,2024-01-07,Email,Bronze,2024-01
14752,2024-02-07,Paid Social,Bronze,2024-02
14753,2023-11-17,Paid Social,Bronze,2023-11
14754,2023-06-28,Email,Bronze,2023-06
14755,2023-12-30,Referral,Bronze,2023-12
14756,2024-02-07,Paid Search,Silver,2024-02
14757,2023-06-04,Organic,Bronze,2023-06
14758,2023-10-22,Organic,Silver,2023-10
14759,2023-11-26,Paid Social,Bronze,2023-11
14760,2023-09-20,Organic,Bronze,2023-09
14761,2024-04-20,Paid Social,Bronze,2024-04
14762,2024-03-18,Organic,Bronze,2024-03
14763,2023-10-16,Paid Search,Gold,2023-10
14764,2024-03-16,Email,Bronze,2024-03
14765,2023-06-13,Referral,Bronze,2023-06
14766,2023-09-19,Paid Social,Silver,2023-09
14767,2023-05-20,Paid Social,Silver,2023-05
14768,2023-07-28,Organic,Silver,2023-07
14769,2024-01-31,Organic,Bronze,2024-01
14770,2023-08-27,Paid Social,Bronze,2023-08
14771,2023-07-27,Referral,Bronze,2023-07
14772,2023-09-22,Paid Social,Bronze,2023-09
14773,2023-11-24,Paid Search,Bronze,2023-11
14774,2023-08-13,Organic,Silver,2023-08
14775,2023-04-07,Email,Bronze,2023-04
14776,2023-11-24,Paid Social,Bronze,2023-11
14777,2024-09-24,Paid Social,Silver,2024-09
14778,2023-06-11,Referral,Silver,2023-06
14779,2023-06-04,Email,Bronze,2023-06
14780,2023-06-22,Paid Social,Gold,2023-06
14781,2024-01-26,Email,Silver,2024-01
14782,2023-12-07,Paid Search,Silver,2023-12
14783,2023-10-24,Organic,Bronze,2023-10
14784,2024-01-28,Paid Social,Bronze,2024-01
14785,2024-04-15,Paid Search,Silver,2024-04
14786,2023-05-20,Organic,Silver,2023-05
14787,2023-12-06,Paid Social,Bronze,2023-12
14788,2023-05-23,Paid Search,Bronze,2023-05
14789,2023-08-29,Email,Bronze,2023-08
14790,2024-01-13,Paid Social,Silver,2024-01
14791,2024-06-13,Paid Social,Gold,2024-06
14792,2024-02-20,Email,Silver,2024-02
14793,2023-09-15,Referral,Gold,2023-09
14794,2023-01-06,Email,Silver,2023-01
14795,2024-04-09,Organic,Bronze,2024-04
14796,2023-08-04,Paid Social,Bronze,2023-08
14797,2023-09-19,Paid Search,Silver,2023-09
14798,2023-12-26,Paid Social,Bronze,2023-12
14799,2023-06-12,Email,Silver,2023-06
14800,2024-02-25,Paid Social,Gold,2024-02
14801,2023-12-18,Organic,Gold,2023-12
14802,2023-10-17,Organic,Gold,2023-10
14803,2024-03-02,Organic,Silver,2024-03
14804,2023-04-30,Email,Bronze,2023-04
14805,2023-03-02,Paid Social,Bronze,2023-03
14806,2023-07-29,Paid Search,Silver,2023-07
14807,2024-04-30,Paid Social,Silver,2024-04
14808,2024-04-05,Paid Search,Bronze,2024-04
14809,2024-02-29,Paid Social,Silver,2024-02
14810,2024-03-05,Referral,Bronze,2024-03
14811,2023-08-01,Paid Social,Gold,2023-08
14812,2023-05-22,Referral,Silver,2023-05
14813,2023-10-13,Paid Search,Bronze,2023-10
14814,2024-03-09,Paid Social,Bronze,2024-03
14815,2023-04-25,Organic,Silver,2023-04
14816,2023-05-27,Organic,Silver,2023-05
14817,2023-03-17,Paid Search,Bronze,2023-03
14818,2023-06-30,Paid Search,Bronze,2023-06
14819,2023-08-22,Paid Social,Bronze,2023-08
14820,2023-05-03,Paid Social,Bronze,2023-05
14821,2023-10-03,Organic,Bronze,2023-10
14822,2023-10-19,Organic,Bronze,2023-10
14823,2024-09-15,Paid Social,Bronze,2024-09
14824,2024-02-23,Paid Social,Bronze,2024-02
14825,2024-02-12,Organic,Silver,2024-02
14826,2023-08-27,Organic,Bronze,2023-08
14827,2023-11-10,Paid Search,Silver,2023-11
14828,2023-05-18,Paid Search,Bronze,2023-05
14829,2023-12-15,Email,Bronze,2023-12
14830,2023-07-07,Email,Bronze,2023-07
14831,2023-12-03,Referral,Bronze,2023-12
14832,2023-05-04,Email,Silver,2023-05
14833,2023-10-03,Paid Search,Bronze,2023-10
14834,2023-05-28,Organic,Gold,2023-05
14835,2023-04-09,Referral,Silver,2023-04
14836,2024-04-04,Email,Silver,2024-04
14837,2023-04-11,Organic,Bronze,2023-04
14838,2024-05-24,Paid Search,Bronze,2024-05
14839,2024-05-16,Organic,Bronze,2024-05
14840,2023-06-05,Email,Bronze,2023-06
14841,2023-10-01,Organic,Silver,2023-10
14842,2024-01-06,Paid Search,Bronze,2024-01
14843,2023-10-14,Paid Search,Silver,2023-10
14844,2023-05-10,Paid Search,Gold,2023-05
14845,2023-07-02,Paid Search,Silver,2023-07
14846,2023-03-07,Organic,Bronze,2023-03
14847,2023-09-16,Paid Search,Bronze,2023-09
14848,2023-05-11,Email,Bronze,2023-05
14849,2023-04-27,Email,Bronze,2023-04
14850,2024-04-06,Paid Social,Bronze,2024-04
14851,2024-06-10,Organic,Silver,2024-06
14852,2023-07-24,Paid Search,Silver,2023-07
14853,2023-12-21,Paid Search,Silver,2023-12
14854,2023-04-10,Paid Search,Bronze,2023-04
14855,2023-07-31,Email,Bronze,2023-07
14856,2023-06-25,Referral,Bronze,2023-06
14857,2023-12-16,Paid Social,Silver,2023-12
14858,2024-01-07,Organic,Bronze,2024-01
14859,2023-08-29,Paid Search,Gold,2023-08
14860,2023-06-04,Email,Bronze,2023-06
14861,2023-06-28,Organic,Bronze,2023-06
14862,2023-11-11,Paid Search,Gold,2023-11
14863,2023-03-16,Email,Bronze,2023-03
14864,2023-11-11,Referral,Bronze,2023-11
14865,2023-03-27,Paid Search,Bronze,2023-03
14866,2024-06-14,Paid Search,Bronze,2024-06
14867,2023-08-05,Organic,Silver,2023-08
14868,2023-07-27,Email,Bronze,2023-07
14869,2024-02-12,Email,Silver,2024-02
14870,2024-04-30,Email,Bronze,2024-04
14871,2023-03-27,Email,Bronze,2023-03
14872,2023-05-23,Referral,Bronze,2023-05
14873,2023-07-12,Organic,Bronze,2023-07
14874,2023-03-16,Paid Social,Bronze,2023-03
14875,2023-08-21,Paid Search,Bronze,2023-08
14876,2023-01-17,Paid Social,Bronze,2023-01
14877,2024-04-30,Paid Search,Bronze,2024-04
14878,2023-09-13,Email,Gold,2023-09
14879,2023-07-22,Organic,Silver,2023-07
14880,2023-04-21,Organic,Silver,2023-04
14881,2023-07-08,Email,Silver,2023-07
14882,2023-12-13,Paid Social,Silver,2023-12
14883,2023-04-21,Organic,Bronze,2023-04
14884,2023-09-23,Paid Search,Silver,2023-09
14885,2024-03-13,Organic,Bronze,2024-03
14886,2023-10-11,Email,Bronze,2023-10
14887,2024-07-10,Organic,Bronze,2024-07
14888,2023-10-13,Email,Bronze,2023-10
14889,2023-05-05,Organic,Bronze,2023-05
14890,2023-03-22,Organic,Silver,2023-03
14891,2023-12-02,Organic,Bronze,2023-12
14892,2024-05-05,Paid Search,Gold,2024-05
14893,2023-04-12,Referral,Bronze,2023-04
14894,2023-05-24,Paid Search,Bronze,2023-05
14895,2023-07-10,Paid Search,Silver,2023-07
14896,2023-06-18,Referral,Bronze,2023-06
14897,2024-07-01,Paid Search,Bronze,2024-07
14898,2023-12-19,Paid Social,Silver,2023-12
14899,2023-02-24,Organic,Bronze,2023-02
14900,2024-09-09,Organic,Bronze,2024-09
14901,2023-03-24,Paid Search,Bronze,2023-03
14902,2023-03-22,Organic,Bronze,2023-03
14903,2024-05-11,Paid Social,Gold,2024-05
14904,2023-11-26,Paid Search,Bronze,2023-11
14905,2024-03-03,Organic,Bronze,2024-03
14906,2023-06-25,Paid Search,Silver,2023-06
14907,2024-09-16,Paid Social,Bronze,2024-09
14908,2024-01-22,Organic,Silver,2024-01
14909,2024-03-02,Organic,Bronze,2024-03
14910,2023-11-25,Paid Search,Bronze,2023-11
14911,2023-07-27,Email,Bronze,2023-07
14912,2023-09-06,Email,Silver,2023-09
14913,2023-05-04,Paid Social,Bronze,2023-05
14914,2023-10-22,Email,Bronze,2023-10
14915,2023-02-26,Paid Search,Silver,2023-02
14916,2024-07-20,Paid Social,Silver,2024-07
14917,2023-05-11,Email,Silver,2023-05
14918,2023-03-13,Paid Social,Bronze,2023-03
14919,2023-05-09,Email,Silver,2023-05
14920,2023-09-18,Referral,Bronze,2023-09
14921,2023-03-28,Paid Search,Bronze,2023-03
14922,2023-10-04,Paid Search,Silver,2023-10
14923,2023-05-17,Organic,Silver,2023-05
14924,2023-07-22,Email,Bronze,2023-07
14925,2024-02-22,Paid Search,Silver,2024-02
14926,2023-08-28,Email,Bronze,2023-08
14927,2023-07-18,Paid Social,Bronze,2023-07
14928,2023-08-04,Paid Social,Silver,2023-08
14929,2023-08-01,Paid Search,Bronze,2023-08
14930,2023-06-17,Email,Bronze,2023-06
14931,2024-03-19,Paid Search,Bronze,2024-03
14932,2023-03-15,Paid Search,Bronze,2023-03
14933,2023-08-03,Paid Search,Silver,2023-08
14934,2023-09-07,Paid Social,Bronze,2023-09
14935,2023-08-06,Organic,Bronze,2023-08
14936,2023-08-03,Organic,Bronze,2023-08
14937,2023-08-01,Paid Social,Gold,2023-08
14938,2023-10-11,Paid Social,Bronze,2023-10
14939,2023-09-19,Email,Silver,2023-09
14940,2024-01-12,Paid Social,Bronze,2024-01
14941,2023-06-03,Paid Search,Silver,2023-06
14942,2023-07-10,Email,Silver,2023-07
14943,2023-01-16,Organic,Bronze,2023-01
14944,2023-05-02,Paid Social,Bronze,2023-05
14945,2023-08-09,Paid Search,Silver,2023-08
14946,2024-04-27,Email,Bronze,2024-04
14947,2024-01-02,Email,Bronze,2024-01
14948,2023-09-18,Email,Gold,2023-09
14949,2023-05-11,Organic,Bronze,2023-05
14950,2023-12-19,Email,Silver,2023-12
14951,2024-07-07,Email,Silver,2024-07
14952,2023-02-28,Email,Bronze,2023-02
14953,2024-01-10,Paid Social,Bronze,2024-01
14954,2023-02-07,Email,Bronze,2023-02
14955,2023-12-13,Referral,Bronze,2023-12
14956,2024-03-26,Paid Search,Silver,2024-03
14957,2023-04-17,Organic,Gold,2023-04
14958,2023-02-24,Paid Social,Bronze,2023-02
14959,2023-03-20,Organic,Bronze,2023-03
14960,2023-12-02,Organic,Bronze,2023-12
14961,2024-05-28,Paid Search,Silver,2024-05
14962,2023-03-29,Paid Social,Silver,2023-03
14963,2024-02-29,Organic,Bronze,2024-02
14964,2023-04-22,Paid Search,Silver,2023-04
14965,2024-03-09,Organic,Silver,2024-03
14966,2023-10-14,Email,Bronze,2023-10
14967,2024-03-08,Paid Social,Bronze,2024-03
14968,2023-07-21,Paid Social,Bronze,2023-07
14969,2023-08-02,Paid Social,Silver,2023-08
14970,2024-01-26,Paid Search,Bronze,2024-01
14971,2023-11-15,Paid Search,Bronze,2023-11
14972,2024-05-21,Organic,Bronze,2024-05
14973,2024-02-28,Organic,Silver,2024-02
14974,2023-12-16,Paid Search,Bronze,2023-12
14975,2024-02-01,Paid Search,Bronze,2024-02
14976,2023-10-21,Referral,Bronze,2023-10
14977,2023-07-31,Email,Silver,2023-07
14978,2023-05-22,Referral,Gold,2023-05
14979,2024-01-12,Organic,Gold,2024-01
14980,2024-07-30,Organic,Silver,2024-07
14981,2023-02-13,Paid Search,Bronze,2023-02
14982,2024-03-23,Paid Search,Bronze,2024-03
14983,2024-04-10,Paid Social,Gold,2024-04
14984,2023-06-02,Paid Search,Silver,2023-06
14985,2024-03-23,Organic,Bronze,2024-03
14986,2023-09-06,Organic,Silver,2023-09
14987,2023-07-09,Organic,Bronze,2023-07
14988,2024-09-30,Paid Search,Silver,2024-09
14989,2024-02-09,Paid Social,Gold,2024-02
14990,2023-06-24,Organic,Bronze,2023-06
14991,2023-03-18,Paid Search,Silver,2023-03
14992,2023-04-21,Paid Search,Silver,2023-04
14993,2023-08-16,Organic,Silver,2023-08
14994,2023-06-21,Email,Silver,2023-06
14995,2024-03-01,Paid Search,Bronze,2024-03
14996,2024-02-26,Organic,Bronze,2024-02
14997,2023-07-02,Referral,Bronze,2023-07
14998,2023-12-31,Organic,Silver,2023-12
14999,2023-05-22,Paid Social,Bronze,2023-05
15000,2023-02-13,Paid Social,Bronze,2023-02
15001,2023-11-05,Paid Social,Bronze,2023-11
15002,2023-03-28,Referral,Silver,2023-03
15003,2023-04-15,Paid Social,Bronze,2023-04
15004,2023-01-21,Email,Bronze,2023-01
15005,2023-09-28,Paid Social,Silver,2023-09
15006,2024-02-05,Organic,Silver,2024-02
15007,2024-02-04,Paid Social,Bronze,2024-02
15008,2024-10-28,Paid Search,Gold,2024-10
15009,2024-06-30,Paid Social,Silver,2024-06
15010,2023-04-19,Paid Social,Gold,2023-04
15011,2023-07-05,Organic,Bronze,2023-07
15012,2023-08-27,Paid Search,Bronze,2023-08
15013,2023-09-02,Organic,Gold,2023-09
15014,2024-07-08,Paid Search,Bronze,2024-07
15015,2023-08-06,Paid Search,Gold,2023-08
15016,2024-06-23,Paid Social,Bronze,2024-06
15017,2024-01-31,Organic,Bronze,2024-01
15018,2023-11-12,Email,Silver,2023-11
15019,2023-08-01,Organic,Silver,2023-08
15020,2024-02-12,Email,Bronze,2024-02
15021,2023-02-06,Organic,Gold,2023-02
15022,2023-07-21,Organic,Silver,2023-07
15023,2024-07-30,Email,Bronze,2024-07
15024,2024-04-19,Paid Social,Bronze,2024-04
15025,2023-06-02,Paid Social,Bronze,2023-06
15026,2023-07-29,Paid Social,Bronze,2023-07
15027,2024-01-09,Organic,Silver,2024-01
15028,2024-01-13,Organic,Silver,2024-01
15029,2024-08-28,Paid Search,Silver,2024-08
15030,2023-11-26,Referral,Silver,2023-11
15031,2024-03-21,Referral,Bronze,2024-03
15032,2024-05-19,Organic,Bronze,2024-05
15033,2023-01-11,Paid Search,Silver,2023-01
15034,2024-08-14,Organic,Bronze,2024-08
15035,2023-04-20,Paid Search,Silver,2023-04
15036,2024-05-11,Email,Silver,2024-05
15037,2023-10-11,Organic,Bronze,2023-10
15038,2024-01-19,Paid Search,Bronze,2024-01
15039,2023-11-08,Organic,Bronze,2023-11
15040,2023-03-27,Organic,Bronze,2023-03
15041,2023-02-11,Organic,Bronze,2023-02
15042,2023-09-13,Paid Social,Bronze,2023-09
15043,2023-02-28,Organic,Bronze,2023-02
15044,2023-06-09,Paid Search,Bronze,2023-06
15045,2024-04-15,Paid Social,Silver,2024-04
15046,2023-02-13,Paid Social,Bronze,2023-02
15047,2023-02-18,Email,Bronze,2023-02
15048,2023-11-04,Paid Social,Bronze,2023-11
15049,2023-08-23,Paid Search,Silver,2023-08
15050,2024-05-15,Paid Social,Bronze,2024-05
15051,2024-01-03,Email,Bronze,2024-01
15052,2023-06-21,Paid Social,Bronze,2023-06
15053,2024-03-14,Paid Search,Bronze,2024-03
15054,2023-04-27,Paid Search,Gold,2023-04
15055,2023-05-02,Paid Search,Silver,2023-05
15056,2023-07-02,Paid Social,Silver,2023-07
15057,2024-04-10,Paid Social,Silver,2024-04
15058,2023-08-01,Paid Search,Bronze,2023-08
15059,2024-01-18,Email,Bronze,2024-01
15060,2023-05-13,Paid Social,Silver,2023-05
15061,2024-02-16,Email,Silver,2024-02
15062,2023-12-31,Paid Search,Silver,2023-12
15063,2024-03-20,Email,Bronze,2024-03
15064,2023-04-01,Email,Bronze,2023-04
15065,2023-12-01,Referral,Bronze,2023-12
15066,2023-12-17,Paid Social,Bronze,2023-12
15067,2023-04-10,Paid Social,Bronze,2023-04
15068,2024-02-24,Paid Social,Silver,2024-02
15069,2023-04-09,Paid Search,Bronze,2023-04
15070,2024-01-11,Email,Silver,2024-01
15071,2023-08-18,Paid Search,Bronze,2023-08
15072,2023-06-24,Organic,Bronze,2023-06
15073,2023-08-11,Referral,Bronze,2023-08
15074,2023-04-01,Organic,Gold,2023-04
15075,2023-03-27,Paid Social,Bronze,2023-03
15076,2024-05-17,Organic,Bronze,2024-05
15077,2023-09-29,Organic,Silver,2023-09
15078,2023-07-13,Organic,Bronze,2023-07
15079,2024-06-18,Email,Silver,2024-06
15080,2023-12-10,Paid Social,Silver,2023-12
15081,2023-12-06,Organic,Bronze,2023-12
15082,2024-01-23,Email,Bronze,2024-01
15083,2023-11-29,Organic,Bronze,2023-11
15084,2024-02-17,Organic,Silver,2024-02
15085,2023-06-08,Paid Search,Silver,2023-06
15086,2023-10-18,Paid Social,Bronze,2023-10
15087,2023-10-17,Paid Search,Silver,2023-10
15088,2024-07-21,Email,Bronze,2024-07
15089,2023-10-31,Paid Search,Bronze,2023-10
15090,2023-05-14,Referral,Silver,2023-05
15091,2023-11-05,Organic,Bronze,2023-11
15092,2024-02-27,Email,Silver,2024-02
15093,2024-08-11,Paid Social,Bronze,2024-08
15094,2023-12-14,Email,Silver,2023-12
15095,2023-09-09,Paid Social,Silver,2023-09
15096,2023-07-29,Paid Social,Silver,2023-07
15097,2024-03-18,Paid Search,Bronze,2024-03
15098,2023-10-24,Email,Bronze,2023-10
15099,2023-04-01,Referral,Silver,2023-04
15100,2023-08-21,Paid Social,Silver,2023-08
15101,2023-08-02,Paid Search,Gold,2023-08
15102,2023-10-23,Paid Social,Silver,2023-10
15103,2024-03-09,Referral,Bronze,2024-03
15104,2023-12-12,Paid Social,Gold,2023-12
15105,2024-08-12,Referral,Gold,2024-08
15106,2023-10-30,Paid Search,Gold,2023-10
15107,2023-04-29,Referral,Bronze,2023-04
15108,2024-04-07,Referral,Silver,2024-04
15109,2023-07-07,Email,Gold,2023-07
15110,2024-05-19,Paid Search,Silver,2024-05
15111,2023-05-22,Referral,Bronze,2023-05
15112,2023-09-03,Organic,Gold,2023-09
15113,2023-10-07,Paid Social,Bronze,2023-10
15114,2023-10-24,Paid Social,Bronze,2023-10
15115,2023-07-13,Referral,Bronze,2023-07
15116,2023-08-12,Paid Social,Bronze,2023-08
15117,2023-05-28,Paid Search,Bronze,2023-05
15118,2023-08-30,Paid Search,Silver,2023-08
15119,2023-08-08,Organic,Bronze,2023-08
15120,2023-03-27,Paid Social,Gold,2023-03
15121,2024-04-21,Referral,Silver,2024-04
15122,2023-05-31,Organic,Bronze,2023-05
15123,2023-04-25,Organic,Bronze,2023-04
15124,2023-07-24,Organic,Bronze,2023-07
15125,2024-06-04,Referral,Bronze,2024-06
15126,2024-01-08,Paid Social,Silver,2024-01
15127,2024-02-17,Referral,Silver,2024-02
15128,2023-05-23,Email,Bronze,2023-05
15129,2023-03-28,Paid Social,Bronze,2023-03
15130,2024-01-31,Paid Search,Bronze,2024-01
15131,2023-12-01,Organic,Bronze,2023-12
15132,2023-08-11,Email,Bronze,2023-08
15133,2023-06-12,Paid Search,Gold,2023-06
15134,2023-11-06,Paid Search,Bronze,2023-11
15135,2023-05-31,Organic,Bronze,2023-05
15136,2023-11-26,Organic,Bronze,2023-11
15137,2024-03-21,Paid Social,Bronze,2024-03
15138,2023-07-22,Organic,Bronze,2023-07
15139,2023-11-23,Email,Silver,2023-11
15140,2023-03-26,Organic,Bronze,2023-03
15141,2023-05-20,Paid Social,Silver,2023-05
15142,2023-06-28,Paid Social,Gold,2023-06
15143,2024-04-16,Organic,Bronze,2024-04
15144,2023-07-16,Paid Social,Bronze,2023-07
15145,2023-04-17,Paid Social,Bronze,2023-04
15146,2023-04-18,Referral,Bronze,2023-04
15147,2023-09-15,Email,Bronze,2023-09
15148,2024-01-28,Paid Search,Bronze,2024-01
15149,2023-01-06,Email,Bronze,2023-01
15150,2024-01-31,Paid Search,Bronze,2024-01
15151,2023-12-19,Organic,Silver,2023-12
15152,2023-07-02,Paid Search,Silver,2023-07
15153,2024-06-18,Email,Silver,2024-06
15154,2023-12-05,Organic,Bronze,2023-12
15155,2023-10-06,Organic,Bronze,2023-10
15156,2024-01-09,Email,Bronze,2024-01
15157,2024-04-14,Paid Social,Bronze,2024-04
15158,2023-12-29,Paid Search,Bronze,2023-12
15159,2024-03-03,Paid Search,Silver,2024-03
15160,2024-03-02,Organic,Silver,2024-03
15161,2023-10-23,Organic,Bronze,2023-10
15162,2023-10-08,Paid Social,Bronze,2023-10
15163,2023-08-06,Paid Search,Silver,2023-08
15164,2023-07-12,Paid Search,Bronze,2023-07
15165,2023-06-17,Organic,Bronze,2023-06
15166,2024-04-23,Organic,Silver,2024-04
15167,2023-05-22,Organic,Silver,2023-05
15168,2023-04-06,Organic,Bronze,2023-04
15169,2023-12-03,Email,Silver,2023-12
15170,2023-07-29,Paid Social,Silver,2023-07
15171,2023-04-06,Organic,Bronze,2023-04
15172,2024-02-18,Organic,Silver,2024-02
15173,2024-05-02,Organic,Bronze,2024-05
15174,2023-11-27,Email,Bronze,2023-11
15175,2024-05-05,Organic,Silver,2024-05
15176,2023-07-15,Organic,Silver,2023-07
15177,2024-06-09,Paid Social,Bronze,2024-06
15178,2023-08-25,Organic,Bronze,2023-08
15179,2023-11-20,Paid Search,Bronze,2023-11
15180,2023-08-29,Email,Gold,2023-08
15181,2024-02-15,Referral,Silver,2024-02
15182,2024-10-17,Organic,Bronze,2024-10
15183,2023-08-06,Paid Social,Gold,2023-08
15184,2023-12-11,Referral,Bronze,2023-12
15185,2023-12-06,Paid Social,Silver,2023-12
15186,2023-04-17,Paid Search,Bronze,2023-04
15187,2023-06-17,Paid Search,Bronze,2023-06
15188,2023-04-29,Referral,Bronze,2023-04
15189,2024-01-19,Paid Social,Silver,2024-01
15190,2023-10-28,Paid Search,Bronze,2023-10
15191,2023-10-20,Organic,Bronze,2023-10
15192,2023-10-08,Referral,Silver,2023-10
15193,2024-01-31,Organic,Bronze,2024-01
15194,2023-07-12,Email,Bronze,2023-07
15195,2023-06-14,Organic,Bronze,2023-06
15196,2023-04-22,Email,Bronze,2023-04
15197,2023-05-09,Organic,Bronze,2023-05
15198,2023-03-21,Paid Social,Bronze,2023-03
15199,2023-06-05,Paid Social,Bronze,2023-06
15200,2023-11-08,Paid Social,Bronze,2023-11
15201,2023-12-16,Paid Social,Bronze,2023-12
15202,2023-07-24,Paid Search,Gold,2023-07
15203,2023-08-12,Paid Social,Gold,2023-08
15204,2023-12-17,Organic,Bronze,2023-12
15205,2024-03-22,Paid Social,Bronze,2024-03
15206,2024-03-16,Organic,Bronze,2024-03
15207,2023-05-20,Paid Search,Silver,2023-05
15208,2023-09-29,Paid Search,Silver,2023-09
15209,2024-06-13,Organic,Silver,2024-06
15210,2023-08-02,Paid Search,Bronze,2023-08
15211,2023-09-02,Referral,Bronze,2023-09
15212,2024-06-07,Email,Silver,2024-06
15213,2023-09-27,Referral,Bronze,2023-09
15214,2024-07-10,Paid Search,Bronze,2024-07
15215,2023-12-25,Paid Social,Silver,2023-12
15216,2024-07-07,Organic,Bronze,2024-07
15217,2024-05-17,Paid Social,Silver,2024-05
15218,2023-11-27,Paid Search,Bronze,2023-11
15219,2024-02-28,Organic,Bronze,2024-02
15220,2023-06-28,Referral,Bronze,2023-06
15221,2024-06-17,Paid Search,Silver,2024-06
15222,2023-01-18,Organic,Bronze,2023-01
15223,2023-12-03,Referral,Bronze,2023-12
15224,2023-06-07,Paid Social,Bronze,2023-06
15225,2024-02-14,Paid Search,Silver,2024-02
15226,2023-05-17,Organic,Silver,2023-05
15227,2023-11-08,Organic,Bronze,2023-11
15228,2024-03-19,Organic,Bronze,2024-03
15229,2023-09-28,Referral,Gold,2023-09
15230,2023-05-28,Referral,Silver,2023-05
15231,2024-02-23,Paid Search,Bronze,2024-02
15232,2023-03-17,Paid Search,Silver,2023-03
15233,2023-05-13,Paid Social,Bronze,2023-05
15234,2023-09-02,Organic,Silver,2023-09
15235,2024-02-21,Paid Search,Bronze,2024-02
15236,2023-02-28,Organic,Silver,2023-02
15237,2024-06-22,Paid Social,Bronze,2024-06
15238,2023-07-24,Paid Search,Bronze,2023-07
15239,2023-07-12,Referral,Gold,2023-07
15240,2024-02-08,Email,Silver,2024-02
15241,2023-11-01,Referral,Bronze,2023-11
15242,2023-06-10,Organic,Bronze,2023-06
15243,2023-03-31,Organic,Bronze,2023-03
15244,2023-05-06,Paid Search,Bronze,2023-05
15245,2023-03-13,Email,Bronze,2023-03
15246,2023-05-22,Email,Silver,2023-05
15247,2023-04-03,Organic,Silver,2023-04
15248,2023-10-03,Paid Social,Bronze,2023-10
15249,2023-09-29,Paid Social,Silver,2023-09
15250,2024-06-10,Paid Search,Gold,2024-06
15251,2023-08-01,Organic,Silver,2023-08
15252,2024-05-02,Paid Search,Bronze,2024-05
15253,2023-08-29,Referral,Bronze,2023-08
15254,2023-11-10,Referral,Silver,2023-11
15255,2023-02-02,Paid Social,Bronze,2023-02
15256,2024-02-08,Paid Social,Bronze,2024-02
15257,2023-05-08,Email,Silver,2023-05
15258,2024-01-08,Email,Bronze,2024-01
15259,2024-03-03,Email,Silver,2024-03
15260,2023-02-14,Organic,Bronze,2023-02
15261,2024-06-04,Referral,Gold,2024-06
15262,2023-08-11,Email,Silver,2023-08
15263,2023-10-21,Organic,Bronze,2023-10
15264,2023-03-25,Paid Social,Silver,2023-03
15265,2023-11-23,Organic,Gold,2023-11
15266,2023-07-08,Organic,Silver,2023-07
15267,2023-07-19,Email,Gold,2023-07
15268,2023-11-01,Organic,Silver,2023-11
15269,2024-06-28,Organic,Bronze,2024-06
15270,2023-07-31,Paid Social,Silver,2023-07
15271,2023-05-19,Paid Social,Silver,2023-05
15272,2023-05-12,Organic,Silver,2023-05
15273,2024-04-09,Email,Bronze,2024-04
15274,2024-01-12,Referral,Bronze,2024-01
15275,2023-01-22,Paid Search,Bronze,2023-01
15276,2023-07-15,Paid Social,Silver,2023-07
15277,2024-02-27,Paid Social,Bronze,2024-02
15278,2023-08-31,Paid Social,Bronze,2023-08
15279,2024-01-12,Paid Search,Bronze,2024-01
15280,2023-09-19,Organic,Silver,2023-09
15281,2024-03-20,Paid Social,Bronze,2024-03
15282,2024-03-11,Referral,Bronze,2024-03
15283,2024-01-01,Paid Search,Bronze,2024-01
15284,2024-07-10,Paid Search,Gold,2024-07
15285,2023-04-14,Organic,Gold,2023-04
15286,2023-10-18,Email,Silver,2023-10
15287,2024-04-28,Referral,Silver,2024-04
15288,2023-12-03,Paid Social,Bronze,2023-12
15289,2023-06-02,Paid Search,Silver,2023-06
15290,2023-09-22,Organic,Bronze,2023-09
15291,2024-07-30,Referral,Gold,2024-07
15292,2023-08-10,Paid Social,Gold,2023-08
15293,2024-01-26,Organic,Bronze,2024-01
15294,2023-08-19,Paid Social,Bronze,2023-08
15295,2023-06-01,Email,Bronze,2023-06
15296,2024-04-23,Paid Search,Silver,2024-04
15297,2024-03-24,Paid Search,Bronze,2024-03
15298,2023-07-14,Organic,Bronze,2023-07
15299,2023-10-02,Organic,Bronze,2023-10
15300,2024-06-01,Paid Social,Bronze,2024-06
15301,2023-11-14,Email,Bronze,2023-11
15302,2024-02-07,Organic,Silver,2024-02
15303,2023-07-10,Paid Search,Bronze,2023-07
15304,2023-06-15,Email,Silver,2023-06
15305,2023-11-11,Paid Social,Bronze,2023-11
15306,2023-12-10,Organic,Bronze,2023-12
15307,2023-12-25,Organic,Bronze,2023-12
15308,2024-02-29,Organic,Bronze,2024-02
15309,2024-05-17,Referral,Silver,2024-05
15310,2023-09-30,Paid Search,Bronze,2023-09
15311,2023-04-28,Organic,Bronze,2023-04
15312,2024-08-22,Organic,Silver,2024-08
15313,2024-02-16,Paid Search,Bronze,2024-02
15314,2024-03-08,Organic,Gold,2024-03
15315,2023-08-15,Organic,Bronze,2023-08
15316,2024-01-26,Organic,Silver,2024-01
15317,2024-05-13,Organic,Silver,2024-05
15318,2023-08-02,Referral,Bronze,2023-08
15319,2024-03-04,Email,Silver,2024-03
15320,2023-03-15,Paid Search,Bronze,2023-03
